Description;DistinguishedName;Enabled;GivenName;Name;ObjectClass;ObjectGUID;SamAccountName;Surname;UserPrincipalName
Carin Demel, Sekundar;CN=carin.demel,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Carin;carin.demel;user;96359a4b-c2ce-41ed-b350-0e3d2f2c62a6;carin.demel;Demel;c.demel@mail.xyz
Erik Demir, Sekundar;CN=erik.demir,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Erik;erik.demir;user;36fd2e0f-43b8-4a9d-a9e4-eaad78172c93;erik.demir;Demir;erik.demir@mail.xyz
Jean Demir, Sekundar;CN=jean.demir,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Jean;jean.demir;user;1fafb4d1-8f8f-4f40-aafa-36a7a35901bd;jean.demir;Demir;j.demir@mail.xyz
Leonard Demir, Sekundar;CN=leonard.demir,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Leonard;leonard.demir;user;7475b899-15ad-4d33-9435-c85c23b14fe0;leonard.demir;Demir;l.demir@mail.xyz
Clara Demmel, Sekundar;CN=clara.demmel,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Clara;clara.demmel;user;129639ae-e2a1-4280-a71b-097016c8320f;clara.demmel;Demmel;c.demmel@mail.xyz
Ingrid Demmer, Sekundar;CN=ingrid.demmer,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Ingrid;ingrid.demmer;user;54f4c0db-2179-450b-b81d-0ce74f178f1a;ingrid.demmer;Demmer;ingrid.demmer@mail.xyz
Christine Demmler, Sekundar;CN=christine.demmler,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Christine;christine.demmler;user;30fa6a50-a6b8-4b3c-b517-9d85610040df;christine.demmler;Demmler;c.demmler@mail.xyz
Jasmin Denecke, Sekundar;CN=jasmin.denecke,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Jasmin;jasmin.denecke;user;96b1d2b4-b1f6-4eea-aa07-12d28dfc5fef;jasmin.denecke;Denecke;jasmin.denecke@mail.xyz
Jeremie Denecke, Sekundar;CN=jeremie.denecke,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Jeremie;jeremie.denecke;user;51b62338-100c-448c-89bc-89a88596a17e;jeremie.denecke;Denecke;j.denecke@mail.xyz
Emely Denk, Sekundar;CN=emely.denk,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Emely;emely.denk;user;5e077723-61bd-4715-a6b4-436dc4cffc5c;emely.denk;Denk;e.denk@mail.xyz
Jean Denk, Sekundar;CN=jean.denk,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Jean;jean.denk;user;ecb3c2a5-f9a0-48ac-a696-ce9e23412f1c;jean.denk;Denk;jean.denk@mail.xyz
Jennifer Denk, Sekundar;CN=jennifer.denk,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Jennifer;jennifer.denk;user;1fa7145d-c5cc-4242-920e-d93c966f0871;jennifer.denk;Denk;jennifer.denk@mail.xyz
Klemens Denk, Sekundar;CN=klemens.denk,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Klemens;klemens.denk;user;c7259ccc-c6ff-4c4c-92ba-97dbe7719430;klemens.denk;Denk;k.denk@mail.xyz
Marieke Denker, Sekundar;CN=marieke.denker,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Marieke;marieke.denker;user;8c01356c-b29d-4f11-9073-406c4d6d4c98;marieke.denker;Denker;m.denker@mail.xyz
Emilia Dennis, Sekundar;CN=emilia.dennis,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Emilia;emilia.dennis;user;8af34ee7-053c-4f85-bd19-75b62c632ad6;emilia.dennis;Dennis;emilia.dennis@mail.xyz
Jessika Dennis, Sekundar;CN=jessika.dennis,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Jessika;jessika.dennis;user;a8ecb159-31fb-418a-a017-aa26ae0ec70f;jessika.dennis;Dennis;keineMailAddy
Jette Dennis, Sekundar;CN=jette.dennis,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Jette;jette.dennis;user;b10651de-3964-43f6-9f81-d1179075098f;jette.dennis;Dennis;keineMailAddy
Melina Denzer, Sekundar;CN=melina.denzer,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Melina;melina.denzer;user;782dcdf7-3d35-40d6-bd34-bd4b32c0d780;melina.denzer;Denzer;m.denzer@mail.xyz
Carla Deppe, Sekundar;CN=carla.deppe,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Carla;carla.deppe;user;7fc0225d-f869-49eb-be99-852f8716c958;carla.deppe;Deppe;keineMailAddy
Rudolph Deppe, Sekundar;CN=rudolph.deppe,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Rudolph;rudolph.deppe;user;1e0a1c55-44d3-4e6b-996f-b1321768377a;rudolph.deppe;Deppe;r.deppe@mail.xyz
Derksen Bernhard, Lehrer Handel;CN=bernhard.derksen,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Bernhard;bernhard.derksen;user;baa109ee-2ef0-47ea-9ee0-4786192317a0;bernhard.derksen;Derksen;bernhard.derksen@mail.xyz
Kathrin Deutsch, Sekundar;CN=kathrin.deutsch,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Kathrin;kathrin.deutsch;user;ead2244a-2750-4fec-a924-9aa12bb68fc4;kathrin.deutsch;Deutsch;k.deutsch@mail.xyz
M. D., Verwaltung;CN=marie.deutsch,OU=ab-2007,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Marie;marie.deutsch;user;fb85e046-cf51-40fc-8ec6-7eb3b8a75108;marie.deutsch;Deutsch;marie.deutsch@mail.xyz
Alina Diaz, Sekundar;CN=alina.diaz,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Alina;alina.diaz;user;93e5e7a8-08ba-4020-9410-489d90c651fb;alina.diaz;Diaz;alina.diaz@mail.xyz
Matilda Dick, Sekundar;CN=matilda.dick,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Matilda;matilda.dick;user;ed98ba82-91a0-4d64-8257-9be342196738;matilda.dick;Dick;matilda.dick@mail.xyz
Anne Dieckmann, Sekundar;CN=anne.dieckmann,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Anne;anne.dieckmann;user;98e7c2dc-e396-41b3-baaf-43b8f95b4f3a;anne.dieckmann;Dieckmann;keineMailAddy
Irmgart Dieckmann, Sekundar;CN=irmgart.dieckmann,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Irmgart;irmgart.dieckmann;user;5a530a2b-94f8-49cf-a1b0-3fc7fffe56fe;irmgart.dieckmann;Dieckmann;i.dieckmann@mail.xyz
Marvin Dieckmann, Sekundar;CN=marvin.dieckmann,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Marvin;marvin.dieckmann;user;3d2e8a87-f112-46c2-b109-995a22b72e70;marvin.dieckmann;Dieckmann;keineMailAddy
Volker Dieckmann, Sekundar;CN=volker.dieckmann,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Volker;volker.dieckmann;user;d492bd0d-2c61-41d6-a1cb-513907878994;volker.dieckmann;Dieckmann;keineMailAddy
Gisela Diehl, Sekundar;CN=gisela.diehl,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Gisela;gisela.diehl;user;8dbd204e-2251-4a29-9a9e-778cc11ed8f3;gisela.diehl;Diehl;g.diehl@mail.xyz
Thore Diekmann, Sekundar;CN=thore.diekmann,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Thore;thore.diekmann;user;59ff9ff4-5bfb-48d4-a5a0-7a82ca226f52;thore.diekmann;Diekmann;t.diekmann@mail.xyz
Karsten Dietrich, Sekundar;CN=karsten.dietrich,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Karsten;karsten.dietrich;user;0ee96173-281a-424d-993e-1d98a1463ed3;karsten.dietrich;Dietrich;karsten.dietrich@mail.xyz
Anton Dietz, Sekundar;CN=anton.dietz,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Anton;anton.dietz;user;2fcc7eb5-5324-46e8-89e4-f7ef3d26ea3c;anton.dietz;Dietz;anton.dietz@mail.xyz
Norbert Dittmann, Sekundar;CN=norbert.dittmann,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Norbert;norbert.dittmann;user;1bb1c861-fa17-4f6a-bab7-2e2876788bee;norbert.dittmann;Dittmann;n.dittmann@mail.xyz
Carolin Doll, Sekundar;CN=carolin.doll,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Carolin;carolin.doll;user;4f944e17-2479-4d02-9911-8aa8e1feb66a;carolin.doll;Doll;c.doll@mail.xyz
Lotta Doll, Sekundar;CN=lotta.doll,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Lotta;lotta.doll;user;103e09a4-396e-420a-bdf4-0a58603e5b64;lotta.doll;Doll;lotta.doll@mail.xyz
Can Dopler, Sekundar;CN=can.dopler,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Can;can.dopler;user;5c1dcc2d-2eb1-40fc-88b8-80232068ea32;can.dopler;Dopler;keineMailAddy
Christine Dopler, Sekundar;CN=christine.dopler,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Christine;christine.dopler;user;c3044609-6237-4c57-9447-7c8b93cb20bb;christine.dopler;Dopler;c.dopler@mail.xyz
Dirk Dopler, Sekundar;CN=dirk.dopler,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Dirk;dirk.dopler;user;07aa5b49-c116-4fe3-98eb-ae95cae39101;dirk.dopler;Dopler;keineMailAddy
Danny Doppelpunkt, Sekundar;CN=danny.doppelpunkt,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Danny;danny.doppelpunkt;user;a0ee1403-b142-4c39-8bb2-b969619465c6;danny.doppelpunkt;Doppelpunkt;danny.doppelpunkt@mail.xyz
Yvonne Dorn, Sekundar;CN=yvonne.dorn,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Yvonne;yvonne.dorn;user;deb0988a-9ddc-4bbd-b568-81c896016d34;yvonne.dorn;Dorn;yvonne.dorn@mail.xyz
Anabel Douglas, Sekundar;CN=anabel.douglas,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Anabel;anabel.douglas;user;49577af6-13de-4048-9237-658ed68268f1;anabel.douglas;Douglas;a.douglas@mail.xyz
Bennet Douglas, Sekundar;CN=bennet.douglas,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Bennet;bennet.douglas;user;ebf25f07-b08d-41c9-a5cc-8190ef6b4ded;bennet.douglas;Douglas;b.douglas@mail.xyz
Ole Douglas, Sekundar;CN=ole.douglas,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Ole;ole.douglas;user;b9d19de7-3012-40a3-93b4-cdf40108cb74;ole.douglas;Douglas;ole.douglas@mail.xyz
Sophia Douglas, Sekundar;CN=sophia.douglas,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Sophia;sophia.douglas;user;a989bee0-3434-487c-9897-7bbb1acef8a8;sophia.douglas;Douglas;s.douglas@mail.xyz
Joana Drechsler, Sekundar;CN=joana.drechsler,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Joana;joana.drechsler;user;495659fd-d5bc-4ae8-9fef-65f55334dc20;joana.drechsler;Drechsler;joana.drechsler@mail.xyz
Lieselotte Drechsler, Sekundar;CN=lieselotte.drechsler,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Lieselotte;lieselotte.drechsler;user;3c2ab604-2e42-4f0f-aba0-20ca81674573;lieselotte.drechsler;Drechsler;lieselotte.drechsler@mail.xyz
Zoe Drescher, Sekundar;CN=zoe.drescher,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Zoe;zoe.drescher;user;24956a6e-1efd-4f4e-ba42-6cb3bd0c7942;zoe.drescher;Drescher;keineMailAddy
Laurin Drews, Sekundar;CN=laurin.drews,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Laurin;laurin.drews;user;aa5351a7-568f-421b-b8eb-2c58513a6c21;laurin.drews;Drews;laurin.drews@mail.xyz
Louisa Drews, Sekundar;CN=louisa.drews,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Louisa;louisa.drews;user;cb570cfe-2c5d-41d7-a2c0-ea8ae8327a65;louisa.drews;Drews;l.drews@mail.xyz
Karla Dreyer, Sekundar;CN=karla.dreyer,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Karla;karla.dreyer;user;6440433d-805b-4ead-aa10-b5931d92f433;karla.dreyer;Dreyer;karla.dreyer@mail.xyz
Yannic Dreyer, Sekundar;CN=yannic.dreyer,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Yannic;yannic.dreyer;user;233ea2e6-5781-4444-b530-abb328b2e398;yannic.dreyer;Dreyer;keineMailAddy
Alfred Durchstechen, Sekundar;CN=alfred.durchstechen,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Alfred;alfred.durchstechen;user;b5d4fef9-88cb-4175-857f-9b4739c45e35;alfred.durchstechen;Durchstechen;alfred.durchstechen@mail.xyz
C. D., Verwaltung;CN=claudia.duerr,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Claudia;claudia.duerr;user;157bfa0c-5ff0-4ce8-b1d9-d79ee1dadc5d;claudia.duerr;Duerr;c.duerr@mail.xyz
Helga Duerr, Sekundar;CN=helga.duerr,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Helga;helga.duerr;user;60154b6b-9392-4e1b-a270-27372ca842d9;helga.duerr;Duerr;h.duerr@mail.xyz
Maurice Duerr, Sekundar;CN=maurice.duerr,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Maurice;maurice.duerr;user;d50767f2-d3ab-49ec-a5c7-286a4ebf6cf2;maurice.duerr;Duerr;maurice.duerr@mail.xyz
Frieda Ebel, Sekundar;CN=frieda.ebel,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Frieda;frieda.ebel;user;c81056ab-b387-4852-bbf7-db6f4799ecbf;frieda.ebel;Ebel;keineMailAddy
Karin Ebeling, Sekundar;CN=karin.ebeling,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Karin;karin.ebeling;user;4b8834ec-15b2-4024-b0bc-764a6da6168c;karin.ebeling;Ebeling;karin.ebeling@mail.xyz
Stephan Ebeling, Sekundar;CN=stephan.ebeling,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Stephan;stephan.ebeling;user;cda92ad4-f595-479e-b875-262064a5f8b1;stephan.ebeling;Ebeling;s.ebeling@mail.xyz
Kerstin Eberhard, Sekundar;CN=kerstin.eberhard,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Kerstin;kerstin.eberhard;user;26d5bf64-5d8d-40d1-9ff8-30bd326aca91;kerstin.eberhard;Eberhard;k.eberhard@mail.xyz
Kjell Eberhard, Sekundar;CN=kjell.eberhard,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Kjell;kjell.eberhard;user;89ed3cf5-9c64-4482-8a7d-1e4eb06735a0;kjell.eberhard;Eberhard;k.eberhard@mail.xyz
Maike Eberhard, Sekundar;CN=maike.eberhard,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Maike;maike.eberhard;user;96ddadaa-e88a-4ae8-a097-962871624439;maike.eberhard;Eberhard;keineMailAddy
Svea Eberl, Sekundar;CN=svea.eberl,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Svea;svea.eberl;user;14fb30e5-04cf-452c-a525-22980cecf25d;svea.eberl;Eberl;keineMailAddy
Sven Eberle, Sekundar;CN=sven.eberle,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Sven;sven.eberle;user;6fbbd7e7-64f8-476b-8538-0e5bfd136217;sven.eberle;Eberle;s.eberle@mail.xyz
Jakob Eberspaecher, Sekundar;CN=jakob.eberspaecher,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Jakob;jakob.eberspaecher;user;49339743-de20-4168-8d75-3ae8699f2266;jakob.eberspaecher;Eberspaecher;j.eberspaecher@mail.xyz
Anica Ebert, Sekundar;CN=anica.ebert,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Anica;anica.ebert;user;8d438891-7551-4047-8ac4-d742f081014b;anica.ebert;Ebert;a.ebert@mail.xyz
Justin Ebinger, Sekundar;CN=justin.ebinger,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Justin;justin.ebinger;user;2b0aaa3e-0ea1-44b1-81bb-25f12bd35d8c;justin.ebinger;Ebinger;justin.ebinger@mail.xyz
Emilia Eckard, Sekundar;CN=emilia.eckard,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Emilia;emilia.eckard;user;31273705-b88e-43cd-ad9c-21948295e8d4;emilia.eckard;Eckard;e.eckard@mail.xyz
Renate Eckard, Sekundar;CN=renate.eckard,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Renate;renate.eckard;user;9ac5e8c6-8b74-4f6b-ac1d-4044d93a8e98;renate.eckard;Eckard;keineMailAddy
Sofie Eckard, Sekundar;CN=sofie.eckard,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Sofie;sofie.eckard;user;13168dfd-e00a-4fe6-ac20-b412e6c1490f;sofie.eckard;Eckard;s.eckard@mail.xyz
Yasmin Eckard, Sekundar;CN=yasmin.eckard,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Yasmin;yasmin.eckard;user;fd891641-6f31-4c7f-bce3-7363d358d744;yasmin.eckard;Eckard;yasmin.eckard@mail.xyz
Bernt Eckardt, Sekundar;CN=bernt.eckardt,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Bernt;bernt.eckardt;user;1c57d35f-95ef-4762-b2c8-1e4e82f53419;bernt.eckardt;Eckardt;b.eckardt@mail.xyz
Stefan Eckardt, Sekundar;CN=stefan.eckardt,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Stefan;stefan.eckardt;user;cd9e0196-f682-4038-a9f0-815ed5002099;stefan.eckardt;Eckardt;s.eckardt@mail.xyz
Hannah Eckart, Sekundar;CN=hannah.eckart,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Hannah;hannah.eckart;user;79386bb9-c2e4-40d6-8c24-e32d62e87225;hannah.eckart;Eckart;h.eckart@mail.xyz
Jamie Eckart, Sekundar;CN=jamie.eckart,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Jamie;jamie.eckart;user;d0e475b3-9d65-4034-91e4-2272cc21fbb3;jamie.eckart;Eckart;jamie.eckart@mail.xyz
Collin Ecker, Sekundar;CN=collin.ecker,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Collin;collin.ecker;user;f14f10b0-44a7-4162-a2bb-f25d6993710b;collin.ecker;Ecker;collin.ecker@mail.xyz
Holger Ecker, Sekundar;CN=holger.ecker,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Holger;holger.ecker;user;01fb272f-4fe6-4956-b833-d74b8cd2b1cc;holger.ecker;Ecker;holger.ecker@mail.xyz
Beate Eckert, Sekundar;CN=beate.eckert,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Beate;beate.eckert;user;7a2622cb-4561-4db6-8a44-c98bec80cacb;beate.eckert;Eckert;b.eckert@mail.xyz
Danny Eckhard, Sekundar;CN=danny.eckhard,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Danny;danny.eckhard;user;1e73511e-d6c0-4442-8a41-0b3c6ef2b490;danny.eckhard;Eckhard;danny.eckhard@mail.xyz
Dilara Eckhard, Sekundar;CN=dilara.eckhard,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Dilara;dilara.eckhard;user;6f03943f-e0a3-4d56-9580-e26e0a7b568e;dilara.eckhard;Eckhard;d.eckhard@mail.xyz
Viktor Eckhard, Sekundar;CN=viktor.eckhard,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Viktor;viktor.eckhard;user;d88208ec-250c-4175-964d-6a15e8d8fcf0;viktor.eckhard;Eckhard;viktor.eckhard@mail.xyz
Marianne Eckl, Sekundar;CN=marianne.eckl,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Marianne;marianne.eckl;user;a3c7e2cd-9895-43a0-9ed4-c108ba8e685c;marianne.eckl;Eckl;marianne.eckl@mail.xyz
Fritz Eckerstein, Sekundar;CN=fritz.eckerstein,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Fritz;fritz.eckerstein;user;3a54d0ca-9356-4f4f-bfb3-ceea7f9700f2;fritz.eckerstein;Eckerstein;f.eckstein@mail.xyz
Fritz Eckstein, Sekundar;CN=fritz.eckstein,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Fritz;fritz.eckstein;user;a8a77c85-91b2-430c-ae8e-9c09cb0402b0;fritz.eckstein;Eckstein;keineMailAddy
Klaas Eckstein, Sekundar;CN=klaas.eckstein,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Klaas;klaas.eckstein;user;91d6cb1c-712e-457b-ac8f-2a6d4baabdd6;klaas.eckstein;Eckstein;k.eckstein@mail.xyz
Rebekka Edel, Sekundar;CN=rebekka.edel,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Rebekka;rebekka.edel;user;193f41a6-1516-4b80-b59d-f89acbb2970d;rebekka.edel;Edel;r.edel@mail.xyz
Eden Bernhard, Lehrer Handel;CN=bernhard.eden,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Bernhard;bernhard.eden;user;7c896759-386c-4f0c-92cf-4ae5b63e7412;bernhard.eden;Eden;b.eden@mail.xyz
Guenter Eden, Sekundar;CN=guenter.eden,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Guenter;guenter.eden;user;4ee820ce-e3c9-4652-bc66-dec54e6d243c;guenter.eden;Eden;keineMailAddy
Hanna Eder, Sekundar;CN=hanna.eder,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Hanna;hanna.eder;user;a4acfef0-f728-49c8-916e-ab95a30b111a;hanna.eder;Eder;hanna.eder@mail.xyz
Torsten Edinger, Sekundar;CN=torsten.edinger,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Torsten;torsten.edinger;user;4219c9bc-5567-4d57-bf53-50ccd9f4ad08;torsten.edinger;Edinger;keineMailAddy
Catharina Edler, Sekundar;CN=catharina.edler,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Catharina;catharina.edler;user;f5c302a2-9915-4b70-a3cb-746923936331;catharina.edler;Edler;c.edler@mail.xyz
Lina Edler, Sekundar;CN=lina.edler,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Lina;lina.edler;user;201d3754-7512-464d-91c1-8f5665abd400;lina.edler;Edler;keineMailAddy
Luka Edler, Sekundar;CN=luka.edler,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Luka;luka.edler;user;0dd576d5-58c4-47c2-a4e8-6eeb59ff22ee;luka.edler;Edler;luka.edler@mail.xyz
Jamie Egner, Sekundar;CN=jamie.egner,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Jamie;jamie.egner;user;cbaee0f6-8932-44a2-ac79-75d40850c8fc;jamie.egner;Egner;jamie.egner@mail.xyz
Florian Ehlers, Sekundar;CN=florian.ehlers,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Florian;florian.ehlers;user;28eab1e5-eefe-4c3f-a80c-4594ef1e717f;florian.ehlers;Ehlers;florian.ehlers@mail.xyz
Anabel Ehlert, Sekundar;CN=anabel.ehlert,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Anabel;anabel.ehlert;user;f20dc75f-9270-4c5d-98bf-3eb3e17714c9;anabel.ehlert;Ehlert;a.ehlert@mail.xyz
Jasper Ehlert, Sekundar;CN=jasper.ehlert,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Jasper;jasper.ehlert;user;54ea843f-6219-4cf3-ac0a-ec99cac15c87;jasper.ehlert;Ehlert;j.ehlert@mail.xyz
Celine Ehrhardt, Sekundar;CN=celine.ehrhardt,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Celine;celine.ehrhardt;user;9b7d9532-9c72-4ee0-b0bd-428a22f45081;celine.ehrhardt;Ehrhardt;c.ehrhardt@mail.xyz
Ehrlich Bernd, Lehrer Handel;CN=bernd.ehrlich,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Bernd;bernd.ehrlich;user;d835d319-6439-4375-8814-d467f66d4401;bernd.ehrlich;Ehrlich;keineMailAddy
Claudia Ehrlich, Sekundar;CN=claudia.ehrlich,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Claudia;claudia.ehrlich;user;39b4f3fa-7a9e-415f-b524-7a1244e0a0c0;claudia.ehrlich;Ehrlich;c.ehrlich@mail.xyz
Liam Ehrlich, Sekundar;CN=liam.ehrlich,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Liam;liam.ehrlich;user;9e568007-6a95-481b-87e9-29e4846f7d89;liam.ehrlich;Ehrlich;l.ehrlich@mail.xyz
Marcus Ehrlich, Sekundar;CN=marcus.ehrlich,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Marcus;marcus.ehrlich;user;cae724fd-b25f-4619-860b-d757237ea831;marcus.ehrlich;Ehrlich;marcus.ehrlich@mail.xyz
Sandra Ehrlich, Sekundar;CN=sandra.ehrlich,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Sandra;sandra.ehrlich;user;ab187b40-98ed-4b39-94f7-05d7cc51af69;sandra.ehrlich;Ehrlich;sandra.ehrlich@mail.xyz
Sophia Ehrlich, Sekundar;CN=sophia.ehrlich,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Sophia;sophia.ehrlich;user;7f9d52a5-35c7-437e-bdad-3e5fb954191d;sophia.ehrlich;Ehrlich;s.ehrlich@mail.xyz
